timestamp,facility_id,line_id,power_kW,is_spike,outdoor_temp_C,outdoor_humidity_pct,dew_point_C,solar_irradiance_Wm2,wind_speed_mps,forecast_temp_next1h,forecast_humidity_next1h,shift_id,hour_of_day,day_of_week,order_id,product_type,batch_status,maintenance_flag,post_maintenance_startup,cleanroom_occupancy_count,cleanroom_temp_C,cleanroom_humidity_pct,cleanroom_temp_setpoint_C,cleanroom_humidity_setpoint_pct,temp_diff_C,humidity_diff_pct,room_pressure_Pa,hvac_fan_speed_pct,chiller_load_pct,autoclave_state,autoclave_cycle_active,compressor_count_running,vacuum_pump_power_kW,air_pressure_bar,dry_air_dew_point_C,power_kW_previous_5min,power_kW_previous_15min,power_kW_rolling_std_15min,outdoor_temp_delta,humidity_delta,occupancy_delta
2025-11-01 00:00:00,Plant_A,Line_01,109.23627755504896,0,15.669872981077807,25.0,0.6698729810778072,0.0,3.0399602615234826,16.16987298107781,26.0,1,0,6,ORD4063,Stent_Catheter,Idle,0,0,2,21.882025306259386,42.69796326174693,22,45,-6.330127018922193,-20.0,15,73,50,Off,0,2,1.5611680624282893,6.3999540611244985,1.8293562145136946,106.23627755504896,104.23627755504896,2,0.5,1,0
2025-11-01 00:00:00,Plant_A,Line_02,150.1748447264471,0,15.669872981077807,25.0,0.6698729810778072,0.0,3.7396920992814024,16.16987298107781,26.0,1,0,6,ORD7980,Stent_Catheter,Running,0,0,17,21.79929235221106,45.92645455604235,22,45,-6.330127018922193,-20.0,15,71,61,Off,0,1,9.85180420795811,6.326917837475059,2.3155230205639503,147.1748447264471,145.1748447264471,2,0.5,1,0
2025-11-01 00:05:00,Plant_A,Line_01,145.36387322272293,0,15.725440646635267,25.004759458401818,0.7263925383156309,0.0,3.8973040293771577,16.225440646635267,26.004759458401818,1,0,6,ORD9848,Catheter_Tube,Running,0,0,14,21.563436832969867,44.682326752447956,22,45,-6.274559353364733,-19.995240541598182,15,77,65,Off,0,2,8.473744464579884,6.204645470410329,2.468121533293206,142.36387322272293,140.36387322272293,2,0.5,1,0
2025-11-01 00:05:00,Plant_A,Line_02,149.99281824636822,0,15.725440646635267,25.004759458401818,0.7263925383156309,0.0,3.7728139949163504,16.225440646635267,26.004759458401818,1,0,6,ORD8692,Stent_Catheter,Running,0,0,15,21.829284586687276,44.959320610578004,22,45,-6.274559353364733,-19.995240541598182,15,70,62,Off,0,1,8.0354386627747,6.286757466703621,1.5659720659444702,146.99281824636822,144.99281824636822,2,0.5,1,0
2025-11-01 00:10:00,Plant_A,Line_01,150.6286057166638,0,15.78304277093557,25.019035568362845,0.7868498846081398,0.0,1.3894210799092455,16.28304277093557,26.019035568362845,1,0,6,ORD1453,Catheter_Tube,Running,0,0,15,22.549864464816018,44.4653548343496,22,45,-6.21695722906443,-19.980964431637155,15,63,52,Off,0,1,6.734155873378212,6.1916975313157225,1.4072875087612524,147.6286057166638,145.6286057166638,2,0.5,1,0
2025-11-01 00:10:00,Plant_A,Line_02,151.90298402930605,0,15.78304277093557,25.019035568362845,0.7868498846081398,0.0,3.345268261139517,16.28304277093557,26.019035568362845,1,0,6,ORD9341,Catheter_Tube,Running,0,0,17,22.664102128891425,45.52956561985128,22,45,-6.21695722906443,-19.980964431637155,15,60,68,Off,0,2,7.531970102243276,6.47618788586424,2.570714652048573,148.90298402930605,146.90298402930605,2,0.5,1,0
2025-11-01 00:15:00,Plant_A,Line_01,149.49449235814492,0,15.842651938487274,25.04282153522793,0.8512162455328589,0.0,1.874997713891703,16.342651938487272,26.04282153522793,1,0,6,ORD7172,Catheter_Tube,Running,0,0,19,22.350721630647907,45.82555091461093,22,45,-6.157348061512726,-19.95717846477207,15,73,65,Off,0,1,8.191358752405142,6.330104276972311,2.103408852029328,146.49449235814492,144.49449235814492,2,0.5,1,0
2025-11-01 00:15:00,Plant_A,Line_02,156.52566270286079,0,15.842651938487274,25.04282153522793,0.8512162455328589,0.0,4.334799512804203,16.342651938487272,26.04282153522793,1,0,6,ORD7011,Catheter_Tube,Running,0,0,18,20.99221213048818,44.88711891332282,22,45,-6.157348061512726,-19.95717846477207,15,60,55,Off,0,2,8.233439084945749,6.275771419161867,2.3445559134250225,153.52566270286079,151.52566270286079,2,0.5,1,0
2025-11-01 00:20:00,Plant_A,Line_01,148.78444885499428,0,15.904239778555041,25.07610603816509,0.91946098618806,0.0,1.8922162531603455,16.40423977855504,26.07610603816509,1,0,6,ORD6128,Stent_Catheter,Running,0,0,12,22.211234643693814,45.851201372418025,22,45,-6.095760221444959,-19.92389396183491,15,73,60,Off,0,1,7.130961025790337,6.072265522067876,2.1265681721267704,145.78444885499428,143.78444885499428,2,0.5,1,0
2025-11-01 00:20:00,Plant_A,Line_02,195.13800200956658,1,15.904239778555041,25.07610603816509,0.91946098618806,0.0,2.6500546357896857,16.40423977855504,26.07610603816509,1,0,6,ORD5522,Stent_Catheter,Running,0,0,10,21.432497575935077,45.127893650979374,22,45,-6.095760221444959,-19.92389396183491,15,72,69,Heat,1,2,7.928605617486765,6.101565816858459,2.727137193808248,192.13800200956658,190.13800200956658,2,0.5,1,0
2025-11-01 00:25:00,Plant_A,Line_01,108.57077349891964,0,15.967776978662588,25.118873235553608,0.9915516257733099,0.0,2.0220834657511935,16.467776978662588,26.118873235553608,1,0,6,ORD3645,Catheter_Tube,Idle,0,0,3,22.725287672334602,44.96932047959546,22,45,-6.032223021337412,-19.881126764446392,15,63,66,Off,0,2,0.7993981413318292,6.411370472768194,2.5272633365644857,105.57077349891964,103.57077349891964,2,0.5,1,0
2025-11-01 00:25:00,Plant_A,Line_02,150.90314810109103,0,15.967776978662588,25.118873235553608,0.9915516257733099,0.0,2.0252664972238232,16.467776978662588,26.118873235553608,1,0,6,ORD6346,Catheter_Tube,Running,0,0,13,21.489789563058586,45.29597469481978,22,45,-6.032223021337412,-19.881126764446392,15,76,57,Off,0,1,7.0298422218957475,6.040098942886861,1.8168079809684663,147.90314810109103,145.90314810109103,2,0.5,1,0
2025-11-01 00:30:00,Plant_A,Line_01,145.0362475162836,0,16.033233298543824,25.171102772523792,1.0674538530485833,0.0,2.0330055756964183,16.533233298543824,26.171102772523792,1,0,6,ORD4645,Stent_Catheter,Running,0,0,11,22.057116320263123,46.918787328519734,22,45,-5.9667667014561765,-19.828897227476208,15,74,51,Off,0,2,6.015865100884289,6.204654524233508,1.2825292582638044,142.0362475162836,140.0362475162836,2,0.5,1,0
2025-11-01 00:30:00,Plant_A,Line_02,112.89469643122413,0,16.033233298543824,25.171102772523792,1.0674538530485833,0.0,3.282277329177433,16.533233298543824,26.171102772523792,1,0,6,ORD6304,Stent_Catheter,Idle,0,0,4,21.270263129262943,44.45299412435924,22,45,-5.9667667014561765,-19.828897227476208,15,74,55,Off,0,2,1.565301030549859,6.475137893379698,1.6807126723062613,109.89469643122413,107.89469643122413,2,0.5,1,0
2025-11-01 00:35:00,Plant_A,Line_01,151.96112735595102,0,16.100577584535593,25.232769790644788,1.1471315426645514,0.0,4.7135160808595336,16.600577584535593,26.232769790644788,1,0,6,ORD5321,Catheter_Tube,Running,0,0,10,21.867961597031627,45.314822934938555,22,45,-5.899422415464407,-19.767230209355212,15,67,64,Off,0,1,9.841958387724096,6.258863783617154,1.1440724328440313,148.96112735595102,146.96112735595102,2,0.5,1,0
2025-11-01 00:35:00,Plant_A,Line_02,200.2880756198777,1,16.100577584535593,25.232769790644788,1.1471315426645514,0.0,2.4671086843969814,16.600577584535593,26.232769790644788,1,0,6,ORD1169,Stent_Catheter,Running,0,0,19,22.023124273707243,45.44117377094204,22,45,-5.899422415464407,-19.767230209355212,15,73,56,Heat,1,1,9.047232576888195,6.305649667976281,2.9524724368149533,197.2880756198777,195.2880756198777,2,0.5,1,0
2025-11-01 00:40:00,Plant_A,Line_01,204.82797993660046,1,16.16977778440511,25.30384493975584,1.230546772356277,0.0,5.083305424351883,16.66977778440511,26.30384493975584,1,0,6,ORD8010,Catheter_Tube,Running,0,0,17,22.170538923259823,44.261245691684955,22,45,-5.83022221559489,-19.69615506024416,15,61,51,Heat,1,2,7.403656361483523,6.324150605800745,1.32226037090996,201.82797993660046,199.82797993660046,2,0.5,1,0
2025-11-01 00:40:00,Plant_A,Line_02,111.02028490853063,0,16.16977778440511,25.30384493975584,1.230546772356277,0.0,2.9033475117743373,16.66977778440511,26.30384493975584,1,0,6,ORD4866,Stent_Catheter,Idle,0,0,4,22.7167107673354,44.39560095281704,22,45,-5.83022221559489,-19.69615506024416,15,68,62,Off,0,1,0.14569911133741476,6.005683257856589,1.6871083957656086,108.02028490853063,106.02028490853063,2,0.5,1,0
2025-11-01 00:45:00,Plant_A,Line_01,155.99135644291795,0,16.240800962605114,25.38429439193539,1.3176598409921905,0.0,3.1271861093593483,16.740800962605114,26.38429439193539,1,0,6,ORD3117,Catheter_Tube,Running,0,0,19,22.056714341467316,43.818034770157304,22,45,-5.759199037394886,-19.61570560806461,15,70,62,Off,0,1,5.937414579411582,6.190710052200077,2.0443632573839547,152.99135644291795,150.99135644291795,2,0.5,1,0
2025-11-01 00:45:00,Plant_A,Line_02,145.23891079246664,0,16.240800962605114,25.38429439193539,1.3176598409921905,0.0,3.479391974591641,16.740800962605114,26.38429439193539,1,0,6,ORD4945,Catheter_Tube,Running,0,0,10,21.73924482701279,45.19697325049133,22,45,-5.759199037394886,-19.61570560806461,15,74,59,Off,0,1,7.857275774574521,6.436293293267315,1.4070195287091856,142.23891079246664,140.23891079246664,2,0.5,1,0
2025-11-01 00:50:00,Plant_A,Line_01,195.41714887366328,1,16.31361331594938,25.474079857601332,1.4084292874696462,0.0,2.8416954464333317,16.81361331594938,26.474079857601332,1,0,6,ORD4005,Stent_Catheter,Running,0,0,14,20.759859868686636,46.250381904016315,22,45,-5.686386684050621,-19.525920142398668,15,64,66,Heat,1,1,5.051556078542029,6.25046588548198,2.656306396996621,192.41714887366328,190.41714887366328,2,0.5,1,0
2025-11-01 00:50:00,Plant_A,Line_02,196.8432090717888,1,16.31361331594938,25.474079857601332,1.4084292874696462,0.0,2.9286287371062665,16.81361331594938,26.474079857601332,1,0,6,ORD9499,Catheter_Tube,Running,0,0,10,22.288858812523124,43.37796192702569,22,45,-5.686386684050621,-19.525920142398668,15,76,61,Heat,1,2,7.519367605542673,6.385047890103751,1.8279680771920528,193.8432090717888,191.8432090717888,2,0.5,1,0
2025-11-01 00:55:00,Plant_A,Line_01,194.86305226145976,1,16.388180189701224,25.573158603734772,1.5028119104481767,0.0,3.703738535589188,16.888180189701224,26.573158603734772,1,0,6,ORD9114,Implant_Device,Running,0,0,11,21.92099074478577,45.435437047987755,22,45,-5.611819810298776,-19.426841396265228,15,71,58,Heat,1,1,9.616301221780276,6.278059137085242,2.435600176475573,191.86305226145976,189.86305226145976,2,0.5,1,0
2025-11-01 00:55:00,Plant_A,Line_02,114.25600241387977,0,16.388180189701224,25.573158603734772,1.5028119104481767,0.0,3.6711612329343613,16.888180189701224,26.573158603734772,1,0,6,ORD4826,Stent_Catheter,Idle,0,0,4,21.741407922744976,45.71882326819145,22,45,-5.611819810298776,-19.426841396265228,15,64,62,Off,0,1,2.4194822970691447,6.0446427353620855,2.3114095569029383,111.25600241387977,109.25600241387977,2,0.5,1,0
2025-11-01 01:00:00,Plant_A,Line_01,154.4572565404805,0,16.464466094067262,25.681483474218634,1.6007627889109894,0.0,3.183199006925666,16.964466094067262,26.681483474218634,1,1,6,ORD7062,Implant_Device,Running,0,0,18,21.91330148646155,46.14110279634241,22,45,-5.535533905932738,-19.318516525781366,15,79,67,Off,0,2,7.861490043898571,6.201560471030727,2.5434477157225848,151.4572565404805,149.4572565404805,2,0.5,1,0
2025-11-01 01:00:00,Plant_A,Line_02,115.78042413202579,0,16.464466094067262,25.681483474218634,1.6007627889109894,0.0,4.043908347103784,16.964466094067262,26.681483474218634,1,1,6,ORD1857,Stent_Catheter,Idle,0,0,1,21.918539268334712,44.52014683109617,22,45,-5.535533905932738,-19.318516525781366,15,76,52,Off,0,1,2.6192587787350403,6.2996812002427145,1.078629541333457,112.78042413202579,110.78042413202579,2,0.5,1,0
